year,放牧小区（plot）,放牧强度（intensity）,SOC土壤有机碳,SIC土壤无机碳,STC土壤全碳,全氮N,土壤C/N比
2018,G8,MGI,14.5813936948776,2.8166666666666664,17.398060361544267,1.8654495974381768,9.564031678359457
2018,G9,HGI,15.855964112281802,4.7,20.5559641122818,1.9773648679256433,10.667015678995872
2020,G11,MGI,14.74435,3.3536,18.09795,1.9614500000000001,9.22682199393306
2020,G12,LGI,16.1858,3.8029,19.9887,1.9447999999999999,10.278023447141095
2020,G13,HGI,16.6919,3.5647,20.2566,2.10285,9.632926742278336
2020,G16,MGI,14.777000000000001,9.81945,24.59645,1.71225,14.364987589429115
2020,G17,NG,16.8583,6.08675,22.945050000000002,2.1151999999999997,10.847697617246599
2020,G18,LGI,19.306,7.2073,26.5133,2.25715,11.746361562146955
2020,G19,NG,17.2985,4.30145,21.59995,2.1980500000000003,9.826869270489752
2020,G20,HGI,15.9696,4.65705,20.626649999999998,2.0545999999999998,10.039253382653557
2020,G21,NG,20.133499999999998,4.0649,24.1984,2.4311499999999997,9.953478806326226
2020,G6,LGI,14.78965,3.0012,17.79085,2.0164999999999997,8.82263823456484
2020,G8,MGI,14.4421,1.8855,16.3276,1.94105,8.411735916127869
2020,G9,HGI,17.2,3.12215,20.32215,2.23695,9.084758264601353
