time,10cm湿度(kg/m2),40cm湿度(kg/m2),100cm湿度(kg/m2),200cm湿度(kg/m2),土壤蒸发量(mm),降水量(mm),平均气温(℃)
2015-07-01,0.6011235955056178,0.4091903719912471,0.0442356625562732,0.7769607843137294,0.47499358809951275,0.08601800872402696,0.9282019449617215
2015-08-01,0.4678972712680578,0.288840262582057,0.04090820121354477,0.7671568627451038,0.27802000512952046,0.0521198936969466,0.8888888888888888
2015-09-01,0.6155698234349918,0.2963426070647075,0.023683695439420616,0.7598039215686327,0.31367017183893314,0.05468776281411545,0.7688806124560315
2015-10-01,0.4743178170144462,0.5257893091591122,0.07711880994323739,0.7549019607843164,0.2539112592972558,0.017941443613406747,0.5886612869853093
2015-11-01,0.3940609951845908,0.46389496717724277,0.10628302994715211,0.7475490196078454,0.045139779430623236,0.17601677524977855,0.3339540657976412
2015-12-01,0.4085072231139646,0.46045639262269433,0.10824036014875715,0.7475490196078454,0.009746088740702746,0.30276186097623886,0.19946203186426648
2016-01-01,0.3587479935794542,0.46045639262269433,0.10824036014875715,0.7475490196078454,0.009233136701718391,0.004844189775619822,0.0
2016-02-01,0.2969502407704654,0.46045639262269433,0.10824036014875715,0.7475490196078454,0.01744036932546807,0.010820933179335945,0.16677012207738462
2016-03-01,0.2102728731942215,0.4601437949359173,0.10824036014875715,0.7475490196078454,0.06386252885355219,0.10481167090907055,0.4388578522656735
2016-04-01,0.1131621187800963,0.44889027821194105,0.10687022900763354,0.7475490196078454,0.10771992818671454,0.006840175377611322,0.6281812538795779
2016-05-01,0.4646869983948636,0.3963738668333854,0.1006067723624976,0.7475490196078454,0.6022056937676328,0.01879366218504357,0.771156631491827
2016-06-01,0.5906902086677368,0.43107221006564544,0.10256410256410264,0.7401960784313744,0.6319569120287254,0.08715056235212326,0.8568177115663149
2016-07-01,0.617174959871589,0.48421381681775544,0.11802701115678216,0.7303921568627487,0.5586047704539626,0.05753596698774377,0.9671011793916822
2016-08-01,0.2576243980738362,0.10940919037199115,0.06165590135055776,0.720588235294116,0.1697871249038215,0.06095605467654942,0.9488930271053175
2016-09-01,0.5280898876404494,0.1097217880587682,0.021139166177334023,0.713235294117645,0.2451910746345217,0.034178450083539855,0.7649493068487482
2016-10-01,0.6540930979133226,0.5317286652078774,0.04717165785868083,0.7107843137254903,0.24442164657604518,0.06408459390663722,0.5501758741982206
2016-11-01,0.5369181380417334,0.5329790559549858,0.06850655705617537,0.7083333333333357,0.14721723518850988,0.049843573038495625,0.3478170908338506
2016-12-01,0.2897271268057784,0.5329790559549858,0.06850655705617537,0.7083333333333357,0.030520646319569127,0.5397346909025669,0.21932547072211872
2017-01-01,0.2279293739967898,0.5329790559549858,0.06850655705617537,0.7083333333333357,0.010259040779687104,1.0,0.15497620525553485
2017-02-01,0.166131621187801,0.5329790559549858,0.06850655705617537,0.7083333333333357,0.019748653500897672,0.22700411531862888,0.2718808193668529
2017-03-01,0.11717495987158899,0.5326664582682088,0.06850655705617537,0.7083333333333357,0.04821749166452937,0.009396831092521785,0.4245810055865922
2017-04-01,0.1139646869983949,0.5179743669896841,0.0675278919553729,0.7083333333333357,0.09823031546550398,0.007400845490530283,0.638112973308504
2017-05-01,0.1741573033707865,0.4420131291028446,0.06361323155216281,0.7083333333333357,0.212362144139523,0.007400845490530283,0.8040554521001448
2017-06-01,0.2929373996789726,0.2641450453266645,0.06146016833039736,0.6985294117647101,0.2675044883303412,0.04471904820641632,0.9008897165321746
2017-07-01,0.456661316211878,0.20131291028446374,0.03777647289097674,0.6887254901960773,0.36701718389330606,0.04101862546115117,0.9911028346782536
2017-08-01,0.5770465489566612,0.27383557361675503,0.017615971814445075,0.6862745098039227,0.2967427545524494,0.06351271039145989,0.8961307676391475
2017-09-01,0.3691813804173354,0.1716161300406378,0.006850655705617603,0.6862745098039227,0.1687612208258528,0.013669137352964265,0.8001241464928616
2017-10-01,0.3113964686998394,0.12941544232572677,0.0033274613427285438,0.6862745098039227,0.10515516799179278,0.012245035266150105,0.5832816056279744
2017-11-01,0.1998394863563403,0.1356673960612691,0.005480524564493994,0.6862745098039227,0.044113875352654534,0.23270052366588553,0.32195323815435545
2017-12-01,0.1260032102728732,0.1356673960612691,0.005676257584654509,0.6862745098039227,0.011797896896640167,0.23042420300743455,0.17297744672046345
2018-01-01,0.0842696629213483,0.1356673960612691,0.005676257584654509,0.6862745098039227,0.004616568350859195,0.46425728030141633,0.09352369128905441
2018-02-01,0.049759229534510396,0.1356673960612691,0.005676257584654509,0.6862745098039227,0.004616568350859195,0.3349443254577872,0.1843575418994413
2018-03-01,0.008828250401284099,0.13472960300093773,0.005676257584654509,0.6862745098039227,0.024621697871249043,0.03332623151190303,0.48893027105317605
2018-04-01,0.3940609951845908,0.12910284463894972,0.0050890585241729624,0.6862745098039227,0.3203385483457297,0.021933414817389744,0.6360438650941445
2018-05-01,0.3451043338683788,0.1097217880587682,0.0025445292620865922,0.6862745098039227,0.317773788150808,0.023357516904203905,0.8206083178150216
2018-06-01,0.4847512038523274,0.17067833698030643,0.0,0.6862745098039227,0.41292639138240583,0.021933414817389744,0.91495965238982
2018-07-01,0.8041733547351524,0.6201938105658016,0.060677236249755295,0.683823529411768,0.7009489612721211,0.1073795400262394,1.0
2018-08-01,0.7520064205457464,0.7130353235386058,0.29007633587786263,0.6740196078431353,0.3957424980764299,0.05696408347256642,0.9277881233188496
2018-09-01,0.6926163723916532,0.6264457643013441,0.35623409669211203,0.654411764705884,0.330854065144909,0.06892878368225705,0.7297744672046348
2018-10-01,0.4149277688603532,0.576117536730228,0.3959678997846938,0.6348039215686256,0.16055398820210312,0.02762982316464639,0.5404510655907304
2018-11-01,0.2271268057784912,0.5123476086276961,0.4169113329418672,0.625,0.04385739933316236,0.26545487166261117,0.3623008483343678
2018-12-01,0.115569823434992,0.5114098155673648,0.41730279898218825,0.625,0.024365221851756866,0.0,0.1636664597558452
2019-01-01,0.05056179775280889,0.5114098155673648,0.41730279898218825,0.625,0.013336753013593234,0.00057188351517734,0.19759983447134283
2019-02-01,0.0,0.5114098155673648,0.41730279898218825,0.625,0.001282380097460887,0.20677513764451277,0.18518518518518512
2019-03-01,0.0304975922953451,0.5107846201938104,0.4169113329418672,0.625,0.02590407796870993,0.0031285392300878017,0.4384440306228016
2019-04-01,0.1268057784911718,0.4989059080962801,0.41201800743785477,0.625,0.12131315721979996,0.006548626918893463,0.6345954893440926
2019-05-01,0.5008025682182986,0.4688965301656767,0.3904873752201996,0.6225490196078454,0.5747627596819698,0.03389811502708037,0.7777777777777777
2019-06-01,0.5706260032102728,0.4417005314160676,0.3603444901154824,0.6053921568627416,0.5460374454988459,0.07262920642752219,0.898199875853507
2019-07-01,0.6107544141252006,0.4779618630822131,0.30553924447054204,0.5833333333333357,0.5124390869453707,0.0663609145650882,0.9548934409269605
2019-08-01,0.6219903691813804,0.34198186933416674,0.18966529653552544,0.5710784313725483,0.38522698127725064,0.12731696924163763,0.8708876474239603
2019-09-01,0.2439807383627608,0.23726164426383223,0.12644353102368366,0.558823529411768,0.11746601692741729,0.018513327128584087,0.8373680943513346
2019-10-01,0.3491171749598716,0.10253204126289472,0.0923859855157565,0.5490196078431424,0.12259553731726083,0.031902129425088875,0.5729360645561763
2019-11-01,0.341091492776886,0.12722725851828698,0.09199451947543558,0.544117647058826,0.07130033341882534,0.0059767434037161235,0.37347403269190976
2019-12-01,0.2367576243980738,0.12941544232572677,0.09219025249559598,0.544117647058826,0.00743780456527315,0.02306596844548605,0.17028760604179594
2020-01-01,0.2062600321027288,0.12941544232572677,0.09219025249559598,0.544117647058826,0.002308284175429598,0.004552641316901962,0.1208359197186013
2020-02-01,0.1781701444622792,0.12941544232572677,0.09219025249559598,0.544117647058826,0.009233136701718391,0.009688379551239645,0.22491206290088966
2020-03-01,0.1853932584269662,0.12910284463894972,0.09219025249559598,0.544117647058826,0.06437548089253654,0.004844189775619822,0.4485826608731636
2020-04-01,0.3282504012841092,0.12316348859018422,0.09062438833431208,0.544117647058826,0.27237753270069254,0.011964700209690626,0.6031450444858266
2020-05-01,0.5513643659711076,0.13472960300093773,0.08455666470933643,0.544117647058826,0.5396255450115415,0.04386682963477949,0.771363542313263
2020-06-01,0.5914927768860354,0.3216630196936543,0.07966333920532398,0.536764705882355,0.6101564503718903,0.04015519348725598,0.9052348437823299
2020-07-01,0.936597110754414,0.8405751797436698,0.23253082795067526,0.5245098039215748,0.8232880225698898,0.19282566523508904,0.9184771363542312
2020-08-01,0.8948635634028892,0.8415129728040012,0.5120375807398707,0.49754901960784537,0.625545011541421,0.09341885421455726,0.8990275191392509
2020-09-01,0.8346709470304976,0.8427633635511096,0.6592288119005678,0.4509803921568647,0.4439599897409593,0.02876237679274269,0.7579143389199254
2020-10-01,0.557784911717496,0.724288840262582,0.7531806615776082,0.3946078431372584,0.30058989484483206,0.006548626918893463,0.5605214152700186
2020-11-01,0.4333868378812198,0.6548921537980616,0.7807790174202387,0.360294117647058,0.05770710438573994,0.005696408347256642,0.34347196358369536
2020-12-01,0.5513643659711076,0.6467646139418566,0.7844979448032883,0.352941176470587,0.03180302641703001,0.0025678691171688406,0.06538381957376366
2021-01-01,0.443820224719101,0.6467646139418566,0.7844979448032883,0.352941176470587,0.022056937676327264,0.005124524832079302,0.06828057107386709
2021-02-01,0.3443017656500802,0.6467646139418566,0.7844979448032883,0.352941176470587,0.03231597845601437,0.26915529440787633,0.2255327953651976
2021-03-01,0.3796147672552166,0.6461394185683025,0.784302211783128,0.352941176470587,0.18543216209284433,0.13301337758889428,0.4771363542313263
2021-04-01,0.3643659711075442,0.6292591434823382,0.7747112937952632,0.352941176470587,0.278789433187997,0.011964700209690626,0.6312849162011173
2021-05-01,0.4117174959871588,0.5645514223194747,0.733998825601879,0.35049019607843235,0.41318286740189797,0.019937429215398247,0.7477757086695633
2021-06-01,0.6436597110754414,0.5601750547045952,0.6639264043844197,0.30147058823529704,0.6488843293152091,0.058388185559380586,0.866749430995241
2021-07-01,1.0,1.0,0.83989038950871,0.24019607843137436,0.7850730956655553,0.15067448614584153,0.9443409890337264
2021-08-01,0.8603531300160514,0.825257893091591,0.8471325112546486,0.16421568627451677,0.48679148499615293,0.041870844032788,0.8588868197806745
2021-09-01,0.9125200642054576,0.923726164426383,0.8800156586416126,0.09068627450980671,0.45319312644267773,0.07348142499915901,0.7850196565280364
2021-10-01,0.5850722311396468,0.7855579868708971,0.9817968291250732,0.02696078431372939,0.26186201590151326,0.005416073290797162,0.5741775294847921
2021-11-01,0.3426966292134832,0.7020944045014066,0.999608533959679,0.002450980392161739,0.030007694280584772,0.5952746722883191,0.36085247258431613
2021-12-01,0.2808988764044944,0.7011566114410752,1.0,0.0,0.01692741728648372,0.21731573576738925,0.2259466170080695
2022-01-01,0.225521669341894,0.7011566114410752,1.0,0.0,0.0043600923313670175,0.6810011325536282,0.1291123525760397
2022-02-01,0.1974317817014446,0.7011566114410752,1.0,0.0,0.0,0.8926316733760192,0.11173184357541899
2022-03-01,0.4269662921348316,0.7008440137542982,0.9998042669798395,0.0,0.14644780713003336,0.12959328990008862,0.4338919925512104
